name,typetime,num_fds,size_fds,size,num_joins,num_compose,num_override,num_filters,num_tblvars,num_literals,num_key_adds,num_key_dels,num_data_adds,num_data_dels,num_action_renames,eval_time,eval_in_size,eval_out_size,min_eval_size,min_eval_time
db_la_222,0.277042,0,0,29,1,2,1,0,7,2,3,3,0,5,8,19.210815,896,1405,0,0.000000
ev_lo_222,0.017166,1,1,21,2,0,0,0,5,0,4,4,0,0,8,0.011921,452,454,0,0.000000
ev_ad_222,0.014067,1,1,25,2,0,0,0,6,0,4,4,0,2,9,0.714064,452,677,0,0.000000
ev_ch_222,0.019073,1,1,25,2,0,0,0,8,1,4,4,0,0,8,0.011921,452,909,0,0.000000
ev_db_222,0.016928,1,1,24,2,0,0,0,8,0,4,4,0,0,8,0.010967,452,908,0,0.000000
ev_la_222,0.258923,1,1,47,3,2,1,0,9,2,7,7,0,5,16,19.212008,452,1411,0,0.000000
la_lo_222,0.010014,0,0,17,1,2,0,0,6,0,0,0,0,2,6,174.807072,1405,3556,0,0.000000
la_ad_222,0.011206,0,0,15,0,2,0,0,6,0,0,0,0,2,5,19.929171,1405,1559,0,0.000000
la_ch_222,0.017881,0,0,21,1,2,0,0,9,1,0,0,0,2,6,196.574926,1405,7113,0,0.000000
la_db_222,0.018835,0,0,20,1,2,0,0,9,0,0,0,0,2,6,195.073128,1405,7112,0,0.000000
la_ev_222,0.022888,3,3,40,1,2,0,0,8,0,13,13,0,2,10,185.999870,1405,3560,0,0.000000
lo_ad_278,0.005722,0,0,7,0,0,0,0,4,0,0,0,0,2,1,0.694036,560,839,0,0.000000
lo_ch_278,0.010967,0,0,7,0,0,0,0,6,1,0,0,0,0,0,0.002861,560,1121,0,0.000000
lo_db_278,0.008821,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0.001907,560,1120,0,0.000000
lo_ev_278,0.014782,3,3,26,0,0,0,0,5,0,13,13,0,0,4,0.006199,560,564,0,0.000000
lo_la_278,0.332832,0,0,29,1,2,1,0,7,2,3,3,0,5,8,28.534174,560,1629,0,0.000000
ad_lo_278,0.009060,0,0,9,1,0,0,0,4,0,0,0,0,0,4,20.410061,839,1116,0,0.000000
ad_ch_278,0.019073,0,0,13,1,0,0,0,7,1,0,0,0,0,4,21.160126,839,2233,0,0.000000
ad_db_278,0.011683,0,0,12,1,0,0,0,7,0,0,0,0,0,4,22.838831,839,2232,0,0.000000
ad_ev_278,0.024796,3,3,32,1,0,0,0,6,0,13,13,0,0,8,21.316290,839,1120,0,0.000000
ad_la_278,0.334024,0,0,36,2,2,1,0,9,2,3,3,0,5,12,315.026999,839,4965,0,0.000000
ch_lo_278,0.006914,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0.002146,1121,560,0,0.000000
ch_ad_278,0.007868,0,0,7,0,0,0,0,4,0,0,0,0,2,1,0.620842,1121,839,0,0.000000
ch_db_278,0.010967,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0.003099,1121,1120,0,0.000000
ch_ev_278,0.019073,3,3,26,0,0,0,0,5,0,13,13,0,0,4,0.006914,1121,564,0,0.000000
ch_la_278,0.344276,0,0,29,1,2,1,0,7,2,3,3,0,5,8,26.402235,1121,1629,0,0.000000
db_lo_278,0.005960,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0.001907,1120,560,0,0.000000
db_ad_278,0.006914,0,0,7,0,0,0,0,4,0,0,0,0,2,1,0.587940,1120,839,0,0.000000
db_ch_278,0.012159,0,0,7,0,0,0,0,6,1,0,0,0,0,0,0.003099,1120,1121,0,0.000000
db_ev_278,0.015736,3,3,26,0,0,0,0,5,0,13,13,0,0,4,0.005960,1120,564,0,0.000000
db_la_278,0.630856,0,0,29,1,2,1,0,7,2,3,3,0,5,8,29.193163,1120,1629,0,0.000000
ev_lo_278,0.016689,1,1,21,2,0,0,0,5,0,4,4,0,0,8,0.011921,564,566,0,0.000000
ev_ad_278,0.013828,1,1,25,2,0,0,0,6,0,4,4,0,2,9,0.555992,564,845,0,0.000000
ev_ch_278,0.019789,1,1,25,2,0,0,0,8,1,4,4,0,0,8,0.011921,564,1133,0,0.000000
ev_db_278,0.365734,1,1,24,2,0,0,0,8,0,4,4,0,0,8,0.010014,564,1132,0,0.000000
ev_la_278,0.370026,1,1,47,3,2,1,0,9,2,7,7,0,5,16,29.166222,564,1635,0,0.000000
la_lo_278,0.008106,0,0,17,1,2,0,0,6,0,0,0,0,2,6,280.308962,1629,4452,0,0.000000
la_ad_278,0.011921,0,0,15,0,2,0,0,6,0,0,0,0,2,5,26.064873,1629,1951,0,0.000000
la_ch_278,0.019073,0,0,21,1,2,0,0,9,1,0,0,0,2,6,301.083803,1629,8905,0,0.000000
la_db_278,0.023127,0,0,20,1,2,0,0,9,0,0,0,0,2,6,296.879053,1629,8904,0,0.000000
la_ev_278,0.023842,3,3,40,1,2,0,0,8,0,13,13,0,2,10,312.913895,1629,4456,0,0.000000
lo_ad_333,0.015974,0,0,7,0,0,0,0,4,0,0,0,0,2,1,1.693964,670,1004,0,0.000000
